Urban,PCTGQTRS,HUNVFlag,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT 0 Some college or associate's degree,Total; Estimate; Some college no degree
1,0.001816,0,7.1,26.2
1,0.0101306,0,31.5,23.5
1,0,0,24.1,8.5
1,0,0,4.9,16.9
1,0,1,24.5,15.7
1,0,0,8,19.3
1,0,0,8.8,17.5
1,0,0,12.7,17.1
1,0.0026316,0,19.6,23.9
1,0,1,9.6,27
1,0.0019788,1,1.3,17.7
1,0.0011025,0,14.6,31.5
1,0,0,15.5,28.4
1,0.0021025,0,7.7,31.3
1,0.0014945,0,6.4,21.9
1,0.000693,0,7.2,22.2
1,0,0,0,28.5
1,0.0006592,0,10.6,26.4
1,0.0046898,0,2.5,13.5
1,0,0,1.7,24.9
1,0,0,10.1,20
1,0.0019397,0,5.8,19.8
1,0.0006539,0,5.3,35.6
0,0,0,12.6,30.6
0,0.0384377,0,3,33.2
1,0,0,6.8,28.8
1,0.0002827,0,4.9,32.9
1,0,0,29.1,22.4
1,0,0,5.3,27.4
0,0.2754098,0,0,39.4
0,0,0,13.5,65.6
0,0.0079208,0,8,28.6
0,0.0073792,0,10.8,29.1
0,0.2587413,0,0,24.2
0,0,0,7.6,39.6
1,0.0023223,0,5,22.1
1,0.0009444,0,3,31.8
1,0,0,1.2,24.3
1,0.0057577,0,9.1,37.5
1,0,0,4.5,26.9
1,0.0034513,0,3.7,26.4
1,0.0038491,0,3.9,28.8
0,0.2386635,0,0,4.4
1,0,0,16.5,28.5
1,0.0011192,1,4.7,28.6
1,0.0001719,0,6.5,25.6
1,0,1,6.7,25.7
0,0.0524681,0,5.7,22.2
1,0.1029126,0,0,36.1
0,0.0019294,0,4.9,22.2
1,0,0,0,24.1
1,0.0017549,0,1.5,25.5
1,0,0,9.2,25.1
1,0,0,6.1,26.8
1,0,0,3.3,19.9
1,0,0,2.7,22.8
1,0,0,15.7,31.7
1,0,1,2.4,28.8
1,0,0,0,20.8
1,0.0018615,0,5,19.3
1,0,0,1.5,29.8
0,0.0673959,1,1,31
1,0,0,19.9,20.6
0,0.0006431,0,3.6,25.4
1,0,0,4.5,26.8
1,0,0,12.9,22.9
1,0,0,5.6,25.1
1,0,0,5.2,26.1
1,0.0052372,0,8.8,29.4
1,0.0027992,0,3.6,32.2
1,0,0,10,22.5
1,0,0,3.5,31.1
1,0,0,11.8,30.8
1,0,0,2.6,26.3
1,0,0,0,42.9
1,1,0,0,18
0,0,0,3,16.8
0,0.0199317,1,3.4,19.9
1,0.0064892,0,4.8,26
1,0,0,0,17.3
1,0,0,14.5,22.7
1,0,0,3.6,20.6
1,0,0,4.8,32.8
1,0.0012821,0,11,21.8
1,0,0,13.7,22.9
1,0.0107975,0,1.9,25.1
1,0.2674369,0,5.2,24.1
1,0.0678994,1,2,27.9
1,0.0027039,0,0,14.7
1,0,1,0,19.8
1,0,0,6.4,19.8
1,0,0,2.9,21.1
0,0,0,0,23.1
0,0.040293,0,24.6,24.3
0,0.258465,0,0,23.4
1,0.0044516,0,5.9,23.3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,100
0,0,0,0,0
1,0,0,100,6.4
0,0.1428571,0,0,0
1,0.0243902,0,0,32.5
1,0.8305085,0,0,0
1,0.041841,0,100,18.8
1,0.3537906,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0.0215054,0,0,40.6
0,0,0,0,0
0,0.15,0,0,0
1,0.75,0,0,0
0,0,0,0,0
0,0.8034865,0,0,17.3
1,0.8032787,0,0,0
0,0.0007206,0,5.5,26.7
0,0.0125174,0,4.1,32.3
0,0,0,16,24.9
0,0,0,8,20.6
0,0.0024052,1,19.1,32.3
0,0.0025084,0,10.2,25.5
0,0.8084871,0,0,21.8
0,0,0,3.9,27.4
1,0.0113235,1,4.4,21.9
0,0.0054348,0,1.4,13.8
1,0.0008594,1,17.7,20.1
1,0,0,7.5,22.8
1,0,0,5.6,24.8
0,0.0020861,1,6,20.1
0,0.0629543,0,4,20.1
0,0.0008425,0,7.2,31.4
1,0.000775,0,11,12
1,0,0,6.8,13.4
1,0.0031096,0,16.7,13.4
1,0.0031552,1,1.1,28.7
1,0.0490963,0,3.2,14.7
1,0.0212235,1,29.3,11
0,0.0086482,0,7.2,13.5
1,0,0,27.3,14.4
1,0.0003729,0,6.2,26
0,0,0,6,15.4
1,0.0091759,0,4.2,28.6
1,0.0092573,0,0,26.7
1,0.0039063,0,4.1,18.9
1,0.0542743,0,4.5,22.8
1,0.0037089,0,10.5,20.5
1,0.0023369,0,4.5,30.4
0,0.0012233,0,14.1,23.3
0,0.0019608,0,0,27.1
1,0.014871,1,1.5,23.6
1,0.0844862,1,13.1,28.4
1,0.0851556,0,12.6,17.3
1,0.0135135,0,12.8,18.4
1,0.0059319,0,7.4,15.8
1,0.0384728,1,2.1,14.4
1,0.0054503,0,11.9,15.4
1,0,0,15,21.2
1,0.1265174,0,3,18.3
1,0,0,0,16.7
1,0.0676692,0,2.6,20.8
1,0.0020857,0,4.8,20.5
1,0.0070432,0,11.7,8.9
1,0.0113825,0,0,19.9
0,0.0043764,0,0,17.5
1,0.0011689,0,6,21.8
1,0.005183,0,5,21.9
1,0.0115878,0,5,17.6
1,0.0042345,0,8.7,20.9
1,0.0057433,0,2.4,15.9
1,0.0216037,0,0,7.9
1,0.0028206,0,13.3,21.9
1,0.0343674,0,14.1,21.1
1,0.0026778,0,33.5,15.8
1,0.0016592,0,0,17.6
1,0,0,2.5,14.3
1,0,1,0,14.6
1,1,0,0,19.7
1,0,0,12,13.9
1,0,0,13.1,9.4
1,0.0067544,0,7,9.2
1,0.0577194,0,8.5,16.2
1,0,0,2.7,15.3
1,0.0167098,0,4.4,13.8
1,0.0010919,0,2.6,13.6
1,0.0019985,0,13.9,20.6
1,0,0,4.9,15.8
1,0,0,4.6,22.2
1,0.0034472,0,14.2,16.8
1,0.0004491,0,6,16.7
1,0.11079,0,21.4,15.1
0,0.0843791,0,0,22.2
0,0.0033822,0,0,25.3
0,0.0083695,0,0,20.6
0,0.0430135,1,9.2,26.8
0,0,0,9.5,28.5
0,0,0,15.3,29.4
0,0.0037403,0,21.5,28.2
0,0,0,4.1,28.5
0,0.3007769,0,0,30.4
0,0.0038655,0,10,24
0,0.0004813,0,6.6,27.1
0,0.0550094,0,5.1,33.2
1,0.032593,0,5.9,20.6
1,0.0283848,0,4.4,17.4
1,0,1,9,28.2
1,0.015154,0,8.9,23.7
0,0.0114962,0,4,32.3
0,0.0162465,0,0,25.9
0,0.0041551,1,6.8,24.1
0,0.0117828,0,2.4,31.5
0,0.0123043,1,1.5,26.7
0,0.0030651,1,14.3,23.6
0,0.013969,0,12.4,18
1,0.0080375,1,8.1,27
1,0.1044976,0,6.8,21.8
1,0.0219617,0,9.5,22.6
1,0.0263702,0,11.2,21.1
0,0.0753408,0,0,21.1
0,0.0341018,0,12.6,24.1
0,0.0016547,0,1.6,14.7
0,0,0,24.9,37
1,0.005069,0,11.4,19
1,0,0,14.7,16.4
0,0,0,9.3,15.5
1,0.0004388,0,10.8,16.3
0,0,0,0,20.5
1,0,1,11.7,18.8
0,0.4097813,0,3.6,16.1
1,0,0,0,10.3
0,0.0012995,0,24.5,22.6
1,0,1,8.6,25.1
1,0.0016901,0,12.8,33.4
1,0.0013023,1,5.6,24.3
1,0.0225635,0,19.1,26.3
1,0.0020396,0,7.4,25.5
1,0.0013501,0,14.3,35.7
1,0.0023277,0,6.1,27.6
0,0.1672544,0,0,20.3
1,0.0007127,1,9.7,22.1
1,0.0040098,1,0,30.4
1,0.0032012,0,19.5,25.5
1,0.047127,0,4.5,29.8
1,0.0340815,0,5,19.2
1,0.0066327,0,9.2,25.5
1,0.0041808,0,4.3,26.8
1,0.0532213,0,1.4,26.3
1,0.0667892,0,27.7,18.5
1,0.0204908,0,6,33.4
1,0.0035071,0,12.4,23.2
1,0,0,15.7,18.4
1,0.04146,0,4.7,10.3
1,0,1,0,18.9
1,0.0213428,0,11.6,10.3
1,0.0024852,0,7.2,14
1,0,0,7.9,25.7
0,0.2602612,0,1.2,32.2
1,0.036766,0,16.1,15.2
0,0.0031104,0,3.1,18.5
0,0.0034461,0,2.3,17.1
0,0.0015536,0,7.9,23.6
1,0.0186977,0,29.4,14.8
1,0.002721,0,5,22.4
1,0,0,5.2,28.8
1,0.0032096,1,9.1,21.1
0,0,0,0,17.6
1,0.0037308,1,5.6,19.7
0,0.0030069,0,4.5,24
1,0,0,2.8,22.8
1,0.0144969,0,4.7,26.8
0,0.0015707,0,8.1,26
0,0.0932175,0,18.2,37.7
0,0.0189723,0,4.5,29.7
0,0.0017326,0,21.1,31.5
0,0.0231815,0,7.6,28.9
1,0.0191817,1,5.3,16.3
0,0.003848,0,12.1,26.2
1,0.0019881,0,7.2,15.9
1,0,0,6.5,20.1
1,0.0074756,0,0,21.3
1,0.0010169,0,7.6,18.7
1,0.0004788,0,13.4,18
1,0.0291859,0,2.2,21.5
1,0,0,0,5.5
1,0.0161019,0,0,7.3
1,0.0046199,0,0,8.7
1,0,0,0,8.5
1,0.0053367,0,23,8.6
1,0.0040867,0,17,11.1
1,0.0005221,0,18.4,9.2
1,0.0390183,0,10.3,23.5
1,0.0364992,0,5.4,14.7
1,0.038806,0,1.6,27.4
1,0.0116704,0,11.1,27.9
1,0.003028,0,9.9,30
1,0.0029101,0,5.2,18.4
1,0.0093505,0,8.7,22
1,0.0401733,0,0,14.8
0,0.0219124,0,2.3,14.8
0,0,0,0,34.6
1,0,0,6.9,13.7
1,0,0,8.2,32.3
0,0,0,0,21
1,0.0021602,0,20.1,4.9
0,0.001262,0,3.6,29.9
1,0.0004227,0,6.6,21.6
1,0.002453,0,2.6,18.3
1,0.0006313,0,8.1,20.8
1,0.0028751,0,1.1,28.6
1,0.0074383,0,10.7,12.4
1,0.0023702,0,2.6,12.1
1,0.00127,0,5.5,18.7
1,0.0018059,0,8.5,6.4
1,0.3088316,0,0,14.6
1,0.0007387,0,4.1,24
0,0.0005114,0,0,16.5
1,0.0011931,0,6.3,14.1
1,0.9939657,0,0,16.5
0,0.0006742,0,4.4,29.8
0,0,0,11.3,6.9
1,0.0048018,0,3.5,17.2
1,0.0042225,0,11,14
1,0,0,8.7,9.6
0,0,0,9.8,15.9
1,0,0,8.7,13.3
0,0.0015894,0,10.1,22.7
1,0.0088218,0,8.1,12.5
0,0.1124934,0,4.2,25.1
0,0.0584795,0,0,24.9
0,0.0098747,1,5.8,27.3
0,0.0083638,0,0,17.2
1,0.0034121,0,3.8,21.7
1,0,0,0,17
1,0,0,0,12.4
1,0.0768712,0,11.7,14.8
1,0.0227337,0,4.3,24.3
1,0.0914715,0,3.5,22.2
1,0.0037272,0,7.1,20
1,0,0,9.6,22.5
1,0.0338882,0,0,33.2
1,0,0,10,19.2
1,0.0116096,0,9,21.8
1,0.9174801,0,0,34.4
1,0.010003,0,1.6,22.9
1,0.0444315,0,15,16.6
1,0.0101078,1,12.2,20.1
1,0,0,0,5.1
0,0.0177515,0,5.5,18.8
1,0.0024592,0,5.4,26.4
1,0,0,2.8,27.7
1,0,1,4.8,33
1,0.0097816,0,2.3,20.7
1,0.0124732,0,3.3,13.7
1,0.0012617,0,10.1,24.6
1,0,0,2,20.9
1,0.0299583,0,12.6,19.1
1,0.0898628,0,0,26.8
1,0.9993793,0,0,0
1,0,0,3.4,19
1,0,0,12,32.7
1,0.0009741,0,6.5,19.4
1,0.0022086,0,3.3,31.6
1,0.0086063,0,1.7,18.3
1,0.0022366,0,6.4,33.5
1,0.0390023,0,7.3,29.1
1,0.002867,0,16.1,16.8
1,0,0,1.9,19.9
0,0,0,6.6,12.9
1,0,0,0,0
1,0.0233699,0,7.1,19.1
1,0.177521,0,1.6,30.3
1,0.0004005,0,4.8,18.3
1,0.0084396,0,3.7,27.3
1,0,0,0,26.6
1,0.0019348,0,4.2,23.1
1,0.0073808,0,0,17.2
1,0.0062182,0,3.8,20.5
1,0.0370082,0,16,19.9
1,0.0304878,0,0,13.9
1,0.0035885,0,7.6,24
1,0.0087287,0,0,26.1
1,0.0006564,0,6.4,16.5
1,0.0017723,1,17.2,23.1
1,0,0,0,20.1
1,0.006092,0,4.3,24.5
1,0.0050761,0,2.7,23.9
1,0.0184273,0,7.4,19.6
1,0.0046189,0,0,23.8
1,0.001617,0,11.7,17.5
1,0.9747968,0,0,29.8
0,0,0,1.9,25.1
1,0.0008222,0,6.3,26.8
1,0.0119934,0,0,11.5
1,0.0067012,0,0,31.6
1,0,0,2.6,26.4
1,0.001503,0,4.6,20.9
0,0.0272506,0,0,34.4
0,0.0023212,0,5.4,23.8
1,0.3368565,1,7.5,20.6
0,0.0131663,0,0,23.2
0,0.0080111,0,0,24.2
0,0.0125,0,0,25.8
1,0.0074946,0,9.1,24
1,0,0,0,16.3
1,0.0277857,0,9.2,30.3
0,0.1985855,0,1.6,22.2
0,0.0055371,0,6.9,27.4
0,0.0494973,0,8,26.2
1,0.0106693,0,7.5,24.8
1,0.0031451,0,1.4,35.9
0,0,0,6.9,31.5
1,0,0,1.6,25.4
0,0.0014327,0,5.9,28.2
0,0.0044444,0,7,33.5
0,0,0,8.9,32.6
1,0.0005223,0,2.3,28.2
1,0.0020214,0,16.2,30.6
1,0.0507126,1,9.9,28.9
1,0.0169383,0,7.6,32.4
1,0.018759,1,9.6,34.5
0,0.0009414,0,11.2,28.1
0,0,0,6,30.3
0,0.0196399,0,10.9,28.3
1,0.0366115,1,9.5,23.8
0,0.0538178,0,6.9,27.5
0,0,0,14.4,26.7
0,0.0038842,0,0,15.7
1,0,0,1.7,23.7
1,0.0052545,1,5.4,23.6
1,0.007075,0,7.3,26.2
1,0.0034987,0,4.7,23.2
1,0.0554689,0,9.5,29.1
1,0.0021798,0,4.6,14.7
1,0,0,5.3,16.3
1,0.0009341,0,7.5,25.2
1,0.0008693,0,4.5,21.7
1,0,0,6.6,19.6
1,0,0,1.2,25.7
1,0.0017358,0,1.8,30.6
1,0.007101,0,4.6,32.5
1,0.0012588,0,8.9,22.3
1,0.0014122,0,6.5,25.4
1,0.0056874,0,4.8,23.4
1,0,0,9,25.7
1,0.0011635,0,4.9,25.5
1,0.0021903,0,6.4,26.8
1,0.0010718,0,0,21.7
1,0.0399299,1,13.8,22.4
1,0.0038404,0,5.6,17.3
1,0.0006711,0,17.3,18.6
1,0.0027631,0,1.3,24.1
1,0.0483329,0,3.8,27.5
1,0,0,0,17.8
1,0.0026413,0,9.4,26
1,0.015873,1,1.3,28.7
1,0.0034945,0,11.4,23.4
1,0.0024911,0,14,21.9
1,0.0721267,0,12.5,20.4
1,0.0482738,0,11.3,29.8
1,0.0051313,0,1.1,25.8
1,0.0041063,0,8.3,22.2
1,0.0153811,0,12.9,21
1,0.0434116,0,18.2,21.6
1,0.0550354,0,11.4,30.5
1,0.0625631,0,9.3,25.2
1,0.0047312,0,8.7,23.1
1,0.0176101,0,5.3,28.6
1,0.0136552,0,5.3,27.1
1,0.059641,0,9.3,16.2
1,0.2013521,0,2.5,30.4
1,0.0022627,0,9.7,22.8
1,0.0001909,0,7.3,18.1
1,0.0009926,0,8.6,20
1,0.0099606,0,5.4,29.5
1,0.008496,0,5.8,25.1
1,0.0043579,0,0,25.5
1,0.0187543,0,6.8,20.4
1,0.0127441,0,1.7,22
1,0.002004,0,0,31.3
1,0.0050243,0,2.6,24
1,0,0,0,23.6
1,0.0025492,0,2.4,25.5
1,0.0122587,0,5.7,25.4
1,0.0008187,1,10,12.3
1,0.0001991,0,7.2,12.3
1,0,0,6.4,23.4
1,0.0081794,0,4.6,30.4
1,0.0024207,0,12.5,24.9
1,0.0031013,0,11.5,31.7
1,0.0088227,0,3.7,30.9
1,0.000631,0,11.8,33.7
1,0,0,0,0
1,0.0001467,0,3.8,19.9
1,0,0,8.2,19.2
1,0.0028968,0,9.1,23.5
1,0,0,0,33.2
1,0.0023485,0,6.6,31.9
1,0.0022789,0,0,22.8
1,0.0026709,0,4.5,27
1,0.0036375,0,8.1,25.2
1,0,0,0,24.1
1,0,0,1.9,28
1,0.0029828,0,0,19.6
1,0,0,6.4,23.3
1,0,0,1.9,20.1
1,0.0011259,0,8,21
1,0,0,1.4,22.2
1,0.00471,0,5.3,30.6
1,0,0,0,25.4
1,0.0004143,0,0.7,23
1,0.0081081,0,12.3,19.7
1,0.0078236,0,2.9,24.2
1,0.0032622,0,8,18.2
1,0.0017002,0,12.8,20.6
1,0.0020378,0,1,26.1
1,0.0303927,0,5.3,25.9
1,0.0071375,0,3.3,16.2
1,0,0,5,20.9
1,0,0,9.4,18.8
1,0,0,7.8,21.8
1,0,0,8.8,20.6
1,0.0109733,0,1.9,22.6
1,0.0183575,0,5.6,29.2
1,0.0152514,0,6.7,23.2
0,0.005604,0,0,20.3
1,0.0146167,0,8.3,23.8
1,0.0198636,1,5.8,27.5
1,0.0297327,0,4.1,22.2
1,0.0801772,0,4.3,29.1
1,0,0,7.6,29.3
1,0.0008781,0,9.7,26.7
1,0,0,10,21.1
1,0.0012642,0,4.9,30.5
1,0.0022566,0,5.2,39.1
1,0.0011553,0,4.3,25
1,0.0036659,0,4.9,23.5
1,0.0013684,0,3.1,23.3
1,0.004878,0,18.7,26.5
1,0,0,3.7,25.4
1,0,0,2.9,22.8
1,0.0037927,0,14.4,19.8
1,0.0036734,0,4.4,27.6
1,0,1,8.5,28.2
1,0.0007573,0,13.8,16.3
1,0.000448,0,7.5,20.8
1,0,0,0,19.3
0,0.0919765,0,0,40.1
1,0,0,3.8,27.3
1,0,0,7.1,16.6
1,0,0,8.9,19.8
1,0,0,5.9,29.9
1,0,0,3.1,19.3
1,0,0,9.8,18.5
1,0,0,3.8,27.9
1,0.0101409,0,6.4,23.9
1,0,0,9.9,27
1,0.0004367,0,1,24.4
1,0,0,1.9,30
1,0,0,2.3,27.3
1,0,0,9,31.1
1,0,0,5.4,23.4
1,0,0,1.6,18.8
1,0,0,10.1,20.4
1,0,0,4.1,13.3
1,0.0062705,0,3,19.2
1,0.0040442,0,7.2,27.4
1,0.0058097,0,0,34.6
1,0.0155148,0,1.3,29.5
1,0.0017553,0,8.8,26.6
1,0.0030832,0,9.3,23.1
1,0.0073407,0,0,25.6
1,0,0,3.2,22.5
1,0.0098533,0,7.1,27.2
1,0.0010758,0,9.9,26.1
1,0.0117042,0,0,25.7
1,0.002851,1,10.9,23.7
1,0.0138643,0,10.1,23.9
1,0.0264679,0,7.1,23.3
1,0,0,6.5,22.3
1,0.0244928,0,10.3,24.9
1,0.0017876,0,7.3,27.6
1,0.0028352,0,6.2,25.9
1,0.0034122,0,2.2,15.4
1,0.0018544,0,12.4,22.9
1,0.0045763,0,3.1,21.3
1,0.0156109,0,5.7,18.4
1,0.014997,0,3.8,19.9
1,0.0026478,0,1.9,21.4
1,0,0,8.4,19.6
1,0.0035369,1,7.3,27.3
1,0,0,18.7,22.5
1,0.0034722,0,7.9,17.4
1,0.0031159,0,8.1,24
1,0.0027734,0,0,11.4
1,0.0174973,0,8.8,24.9
1,0.0010975,0,10.7,29.1
1,0,0,3.9,15.6
1,0,0,9.4,22.3
1,0.0049826,0,0,15.5
1,0,0,1.9,29.2
1,0,0,2.3,20.1
1,0.0013544,0,0,17.6
1,0,0,13.3,16.4
1,0.0017467,0,2.4,18.2
1,0,0,8.4,17.8
1,0.9581056,0,0,18.6
1,0,0,3.6,23.7
1,0.0037016,0,4.8,24.4
1,0.023929,0,2.5,27.3
1,0.0030426,0,0,19.5
1,0.003994,0,1.5,25.3
1,0.0033968,0,9,18.3
1,0,0,4,16.4
1,0,0,11.2,15.3
1,0,0,8.9,12.6
1,0,0,7.1,20.2
1,0,0,3.8,22.2
1,0,0,0,21.9
1,0.0283151,0,5.9,23.9
1,0,0,4.1,22.3
0,0,0,11.2,19.4
1,0,0,4.1,15.7
1,0,0,7.3,21.7
1,0.002875,0,4,24.2
1,0,0,8.8,23
1,0.0032129,0,0,18
1,0.0007052,0,2.3,18.3
1,0,0,3.9,20.1
1,0,0,2.4,17.8
1,0,0,4.1,13.5
1,0,0,11.1,15.2
1,0,0,0,10.4
1,0,0,3.7,20.9
1,0,0,4.3,15.6
1,0,0,6.2,23.9
1,0,0,9.9,8.6
1,0,0,0,16.2
1,0,0,1.4,16.5
1,0.0019389,0,4.6,14.4
1,0.0029851,0,4.6,25.2
1,0,0,6.9,13.5
1,0.0051888,0,1.7,19.3
1,0.0011862,0,9.2,11.2
1,0.0012928,0,7.4,13.3
1,0,0,1.1,13.5
1,0.0002436,0,18.7,15.3
1,0.0017102,0,3.1,16.1
1,0.3456992,1,0,3
1,0.0113256,0,5.5,17.7
1,0.001382,0,1.3,15.5
1,0.0054167,0,6.4,25.3
1,0,0,20.4,21.7
1,0,0,9.4,27.4
1,0.0111792,0,0,19.5
1,0.0471584,0,0,11.9
1,0.2393186,0,0,12.4
1,0.0056391,0,49,4.3
1,0,0,0,14
1,0.0015138,0,8.4,10
1,0.0085449,0,4.1,21.4
1,0.0681436,0,6.1,15.3
1,0,0,4.6,12.6
1,0,0,8.9,21.9
1,0,0,4,19.7
1,0.000884,0,7.3,23.4
1,0,0,3.2,22.9
1,0.0027158,0,6.2,20.7
1,0,0,0,18.2
1,0,1,5.9,22
1,0,0,7.5,11.2
1,0,0,0,14.5
1,0,0,2.1,19.3
1,0,0,2.7,8.4
1,0.0009211,1,17.8,30.1
1,0.0727625,1,17.2,26.9
1,0,1,31.4,26.2
1,0,1,18.3,23.7
1,0,0,4.5,18
1,0,0,9.6,20.1
1,0.0028436,1,3.6,20.6
1,0.00246,0,0,25.3
1,0.000845,1,10.5,19.9
1,0,0,47.9,25.1
1,0,0,3.1,21
1,0,0,4.8,11.6
1,0.0151692,0,0,17.5
1,0,0,0,28.8
1,0.0014092,0,3.3,18.6
1,0.0040249,0,9.7,25
1,0.0067125,0,8.5,31.2
1,0.0143776,0,3.9,14.7
1,0.0215733,0,5.3,37.5
1,0.0098425,0,8,25.2
1,0.0282217,0,9.2,30.6
1,0.0127251,0,6.7,27.4
1,0.0075078,0,3.4,18.5
1,0.0148918,0,5.1,21.9
1,0.0052098,0,1.4,23
1,0.0364776,1,8.1,14.8
1,0.0015645,0,7.3,18.8
1,0.0438999,0,0,17.1
1,0.0403766,0,11.5,20.6
1,0.0369343,0,19.2,24.6
1,0.0048044,0,0,24.1
1,0.0090151,0,12.1,22.9
1,0.0045549,0,5.2,30.5
1,0.0034301,0,2.6,18.1
1,0.117208,0,8.4,19.1
1,0.0103238,0,12.1,19
1,0.0010495,0,9,20.9
1,0.0212282,0,11.3,20.2
1,0.0212538,0,6.7,23.6
1,0.0123429,0,5.3,26.3
1,0.1371567,0,4.8,21.3
1,0.0027166,0,13.3,24.3
1,0.0040516,0,5.4,18.6
1,0.0471788,0,4.6,16
1,0.002015,0,10.1,22.3
1,0.0536868,0,3.9,15.1
1,0.0014401,0,7.7,19.7
1,0.0043995,0,10,15.6
1,0.0015917,0,10.8,20.8
1,0.0009975,0,8.8,19
1,0,0,1.1,17.5
1,0.003827,0,0,10.3
1,0.0023678,0,0,8.7
1,0.0044236,0,9,16.5
1,0.0044899,0,4.6,25.8
1,0.0016931,0,5,12.4
1,0.0013661,0,0,12.6
1,0,0,20.8,16.9
1,0.0231959,0,3.8,11
1,0.0334475,0,0,5.1
1,0,0,9.5,9.5
1,0,0,0,21.6
1,0,0,4.3,11.5
1,0.0001762,0,6.1,7
1,0.0082066,0,0,8.4
1,0,0,5.5,8.2
1,0.0005991,0,8.5,9.5
1,0,0,11.3,8.2
1,0.0140025,0,3.1,8
1,0.003935,0,4.5,13.4
1,0.0029824,0,8,13.8
1,0,0,32.3,5.3
1,0.0021752,0,14.2,18.5
1,0.0003272,0,8.9,10
1,0.0019617,0,10.8,6.2
1,0.0356769,0,9.5,5.9
1,0.0059395,0,0,7.6
1,0.0074357,0,1.8,13.2
1,0.2232796,0,4.7,14.2
1,0,0,7.6,9.5
1,0.013732,0,5.7,11.2
1,0.0147059,0,0,15.9
1,0.0107119,0,6.9,21.1
1,0.0055686,0,3.2,16.4
1,0.0017972,0,10.2,25.2
1,0.01963,0,8.4,18.6
1,0.0022058,0,6.6,15.3
1,0.0604027,0,2.5,22.4
1,0.0061866,0,7.5,22.9
1,0.0108363,0,6,32.9
1,0.0282223,0,9.4,24.6
1,0.0040486,0,1.4,21.5
1,0.0025366,0,13.5,27.6
1,0,0,1.5,19.1
1,0.0013503,0,10.9,22.6
1,0.0122262,0,5.6,14.6
1,0.0050132,0,10.5,25
1,0.0013356,0,4.3,13.1
1,0.001385,0,2.2,13.4
1,0.002017,0,0,14.9
1,0,0,20.2,15.1
1,0.0152638,0,3.1,36.6
1,0.0224349,0,2.8,17.6
1,0.0127796,0,3.2,24.8
1,0.0021362,0,2.4,33.5
1,0.0084953,0,0,24.2
1,0.0113321,0,12.3,20
1,0.0079318,0,6.1,30.2
1,0,0,3.1,20.7
1,0.0147735,0,13.4,28.8
1,0,0,4,14.1
1,0.0059334,0,6.2,20.3
1,0.0041428,0,2,21.8
1,0,0,0,17.8
1,0,0,8.8,24.3
1,0.0102453,0,8.4,21.3
1,0.0184198,0,7.5,23.6
1,0.005956,1,8.9,24.5
1,0.0384661,0,5.1,23.4
1,0.0022389,0,11.1,21
1,0.4242019,1,1.6,18.4
1,0.0037211,0,3.9,15.5
1,0.0085647,1,0,21.6
1,0.0010323,0,7.2,28.1
1,0.0514248,0,12.3,11.1
1,0.2551482,0,3.6,24.7
1,0.0079699,0,3.4,22.3
1,0.0162032,0,3.5,26.5
1,0.007225,0,10.9,22.5
1,0.0235029,0,3.2,23
1,0.0113472,0,7.8,20.4
1,0.0329506,0,17.6,19.6
1,0.0035539,0,5.9,23.3
1,0.0056627,0,11.9,16.5
1,0.0024442,0,13.8,17.8
1,0.013834,0,9.8,14.9
1,0.0053118,0,15.5,22.7
1,0.0010789,0,1.6,22.3
1,0.0183581,0,4,8.4
1,0.0088536,0,0,6.2
1,0.0138773,0,21.6,11.6
1,0.020062,0,12.4,23.1
1,0.0036052,0,5.1,17.6
1,0.0005639,0,10.2,16.8
1,0.0094888,0,0,18.5
1,0.0067648,0,8.7,20.9
1,0.0070875,1,7,21.6
1,0.0339255,1,15.7,17
1,0.0858568,0,7.1,22.6
1,0.0163242,0,4.5,22.3
1,0.0043345,1,6.7,25.4
1,0.0017336,0,0,23
1,0,0,16.7,22.3
1,0.0003439,0,6.4,15.8
1,0.0188902,0,26.5,20.9
1,0.0049622,0,0,17.8
1,0.0188346,1,4,11.3
1,0.021065,1,9.2,16.3
1,0.0094113,0,2.4,10.4
1,0.0015175,0,4.4,18.5
1,0.0138104,0,32.2,16.7
1,0.0016708,0,28.4,12.2
1,0.016069,0,14.3,9.4
1,0.0048472,1,9,22.5
1,0.0008402,0,12.3,11.5
1,0.003064,0,0,15.5
1,0.03099,0,11.8,17.1
1,0.019425,0,0,21.8
1,0.0056359,0,12.2,17.1
1,0.0092859,0,16.5,18.4
1,0.0426793,0,5.7,19.8
1,0.0022485,0,11.4,24.8
1,0.0012594,0,9.9,22.3
1,0,0,9.4,10.9
1,0.0081991,0,0,21.3
1,0.0099965,0,10,18.7
1,0.008796,0,0,16.5
1,0.0021527,0,0,14
1,0.016187,0,5.4,21.1
1,0.0121951,0,1.7,25.7
1,0.006256,0,3.1,24
1,0.0512552,0,3.5,23
1,0.0193564,0,3.3,16.4
1,0,0,3.6,20.8
1,0.0339243,0,18.7,21
1,0.02909,0,11.2,19.6
1,0.0039933,0,2.3,22.5
1,0.0112056,0,25.3,31.2
1,0.0115086,0,3.3,19.3
1,0.0087908,0,12.5,22.4
